filename,rating
26_0_2_20170116181259501.jpg.chip.jpg,4
26_0_2_20170116181343246.jpg.chip.jpg,5
26_0_2_20170116182447321.jpg.chip.jpg,3
26_0_2_20170116182621915.jpg.chip.jpg,5
26_0_2_20170119184053318.jpg.chip.jpg,1
26_1_2_20170104020934116.jpg.chip.jpg,2
26_1_2_20170104022817638.jpg.chip.jpg,3
26_1_2_20170109002657161.jpg.chip.jpg,4
26_1_2_20170113000159185.jpg.chip.jpg,1
26_1_2_20170113000516258.jpg.chip.jpg,1
26_1_2_20170116175843334.jpg.chip.jpg,1
26_1_2_20170116175920746.jpg.chip.jpg,3
26_1_2_20170116183651297.jpg.chip.jpg,5
26_1_2_20170116183745463.jpg.chip.jpg,3
26_1_2_20170116184039763.jpg.chip.jpg,3
26_1_2_20170116184045356.jpg.chip.jpg,2
26_1_2_20170116184133814.jpg.chip.jpg,1
26_1_2_20170116184309896.jpg.chip.jpg,2
26_1_2_20170116184313292.jpg.chip.jpg,1
26_1_2_20170116184452642.jpg.chip.jpg,4
26_1_2_20170116184502052.jpg.chip.jpg,1
26_1_2_20170116184626759.jpg.chip.jpg,5
26_1_2_20170116184656151.jpg.chip.jpg,4
26_1_2_20170116184657842.jpg.chip.jpg,5
26_1_2_20170116184707239.jpg.chip.jpg,3
26_1_2_20170116184737269.jpg.chip.jpg,4
27_0_2_20170116161902902.jpg.chip.jpg,2
27_1_2_20170104021418549.jpg.chip.jpg,3
27_1_2_20170116163118798.jpg.chip.jpg,2
27_1_2_20170116171651433.jpg.chip.jpg,3
27_1_2_20170116171716287.jpg.chip.jpg,1
27_1_2_20170116175146257.jpg.chip.jpg,4
27_1_2_20170116185938978.jpg.chip.jpg,4
28_0_2_20170104021218340.jpg.chip.jpg,1
28_0_2_20170107212142294.jpg.chip.jpg,4
28_0_2_20170116162117606.jpg.chip.jpg,3
28_0_2_20170117135248701.jpg.chip.jpg,2
28_0_2_20170117141552570.jpg.chip.jpg,3
28_1_2_20170104020754708.jpg.chip.jpg,3
28_1_2_20170116161343328.jpg.chip.jpg,4
28_1_2_20170116161950375.jpg.chip.jpg,4
28_1_2_20170116162858818.jpg.chip.jpg,2
28_1_2_20170116163407435.jpg.chip.jpg,1
28_1_2_20170116164529258.jpg.chip.jpg,1
28_1_2_20170116164640416.jpg.chip.jpg,1
28_1_2_20170116164716297.jpg.chip.jpg,1
28_1_2_20170116165438870.jpg.chip.jpg,1
28_1_2_20170116165503355.jpg.chip.jpg,4
28_1_2_20170116165616595.jpg.chip.jpg,4
28_1_2_20170116172433974.jpg.chip.jpg,1
28_1_2_20170116172552663.jpg.chip.jpg,3
28_1_2_20170116222623761.jpg.chip.jpg,3
29_0_2_20170104192909672.jpg.chip.jpg,3
29_0_2_20170116163105337.jpg.chip.jpg,1
29_0_2_20170116163503418.jpg.chip.jpg,1
29_0_2_20170116182206717.jpg.chip.jpg,1
29_0_2_20170116190029257.jpg.chip.jpg,1
29_0_2_20170116193337129.jpg.chip.jpg,2
29_1_2_20170116162615509.jpg.chip.jpg,4
29_1_2_20170116162732878.jpg.chip.jpg,1
29_1_2_20170116163011756.jpg.chip.jpg,4
30_0_2_20161219190337805.jpg.chip.jpg,3
30_0_2_20170116164401454.jpg.chip.jpg,3
30_0_2_20170116170814123.jpg.chip.jpg,1
30_0_2_20170116173046870.jpg.chip.jpg,1
30_0_2_20170116173409625.jpg.chip.jpg,4
30_0_2_20170116181218736.jpg.chip.jpg,5
30_0_2_20170116192359839.jpg.chip.jpg,1
30_0_2_20170119183959989.jpg.chip.jpg,5
30_1_2_20170104020413511.jpg.chip.jpg,5
30_1_2_20170104021619821.jpg.chip.jpg,4
30_1_2_20170116162446989.jpg.chip.jpg,4
30_1_2_20170116164737724.jpg.chip.jpg,4
30_1_2_20170116191305000.jpg.chip.jpg,1
30_1_2_20170116191316723.jpg.chip.jpg,1
30_1_2_20170116192334382.jpg.chip.jpg,3
30_1_2_20170117142750698.jpg.chip.jpg,3
31_0_2_20170116191327593.jpg.chip.jpg,4
31_0_2_20170117120426927.jpg.chip.jpg,1
31_1_2_20161219203219180.jpg.chip.jpg,3
31_1_2_20161219211907149.jpg.chip.jpg,3
31_1_2_20170116191358099.jpg.chip.jpg,1
32_0_2_20170104022020333.jpg.chip.jpg,5
32_0_2_20170116162124916.jpg.chip.jpg,1
32_0_2_20170116162322805.jpg.chip.jpg,1
32_0_2_20170116183717004.jpg.chip.jpg,4
32_1_2_20170116163345446.jpg.chip.jpg,1
32_1_2_20170116174801584.jpg.chip.jpg,1
32_1_2_20170116184323930.jpg.chip.jpg,4
32_1_2_20170116191408835.jpg.chip.jpg,4
32_1_2_20170116191616216.jpg.chip.jpg,3
33_0_2_20170117182613892.jpg.chip.jpg,1
34_0_2_20170105172336996.jpg.chip.jpg,3
34_0_2_20170105173641996.jpg.chip.jpg,4
34_0_2_20170119200711947.jpg.chip.jpg,3
34_1_2_20170108224608753.jpg.chip.jpg,4
34_1_2_20170116191659122.jpg.chip.jpg,1
35_0_2_20170104201834738.jpg.chip.jpg,4
35_0_2_20170116184036787.jpg.chip.jpg,4
35_1_2_20170104173050489.jpg.chip.jpg,4
35_1_2_20170116164633129.jpg.chip.jpg,5
35_1_2_20170116180021408.jpg.chip.jpg,4
35_1_2_20170116181252040.jpg.chip.jpg,5
35_1_2_20170116184621951.jpg.chip.jpg,5
35_1_2_20170117123949303.jpg.chip.jpg,4
36_0_2_20170103235656733.jpg.chip.jpg,4
36_0_2_20170104203108125.jpg.chip.jpg,4
36_0_2_20170116191943513.jpg.chip.jpg,1
37_0_2_20170104022325581.jpg.chip.jpg,3
37_0_2_20170119193347850.jpg.chip.jpg,4
38_0_2_20170116173400198.jpg.chip.jpg,4
38_1_2_20170109140654630.jpg.chip.jpg,2
39_0_2_20170116192520700.jpg.chip.jpg,3
39_1_2_20170105001325620.jpg.chip.jpg,1
40_0_2_20170104170505569.jpg.chip.jpg,3
40_0_2_20170116181214637.jpg.chip.jpg,1
40_0_2_20170116191822336.jpg.chip.jpg,1
40_0_2_20170116192745755.jpg.chip.jpg,4
40_1_2_20170116222648635.jpg.chip.jpg,5
41_0_2_20170104204700955.jpg.chip.jpg,5
42_0_2_20170112192928782.jpg.chip.jpg,1
42_0_2_20170112215350320.jpg.chip.jpg,1
42_1_2_20170104201224233.jpg.chip.jpg,5
42_1_2_20170116184651548.jpg.chip.jpg,5
43_0_2_20170112220312529.jpg.chip.jpg,2
43_0_2_20170117140033069.jpg.chip.jpg,2
46_0_2_20170105171822557.jpg.chip.jpg,4
46_0_2_20170112220255503.jpg.chip.jpg,1
50_0_2_20170109012238306.jpg.chip.jpg,2
50_0_2_20170116191949008.jpg.chip.jpg,1
50_0_2_20170119205049471.jpg.chip.jpg,1
50_1_2_20170104235513244.jpg.chip.jpg,4
50_1_2_20170107212204715.jpg.chip.jpg,4
53_0_2_20170119205816456.jpg.chip.jpg,1
54_0_2_20170109010628431.jpg.chip.jpg,4
54_0_2_20170116193431300.jpg.chip.jpg,1
54_1_2_20170116193506567.jpg.chip.jpg,1
56_0_2_20170105163513651.jpg.chip.jpg,4
56_1_2_20170105000902100.jpg.chip.jpg,3
56_1_2_20170116235343595.jpg.chip.jpg,4
57_0_2_20170105173521150.jpg.chip.jpg,4
57_1_2_20170109002542575.jpg.chip.jpg,5
58_0_2_20170104185526166.jpg.chip.jpg,5
58_0_2_20170116193610463.jpg.chip.jpg,1
58_0_2_20170116193724888.jpg.chip.jpg,4
59_0_2_20170109012736672.jpg.chip.jpg,5
60_0_2_20170116190207532.jpg.chip.jpg,5
62_0_2_20170104212649180.jpg.chip.jpg,4
65_0_2_20170112223820339.jpg.chip.jpg,2
65_0_2_20170112223951171.jpg.chip.jpg,1
65_1_2_20170105174503015.jpg.chip.jpg,4
69_1_2_20170110141905175.jpg.chip.jpg,5
70_0_2_20161219160529735.jpg.chip.jpg,3
